# Time (s), Energy (keV), RA (deg), Dec (deg)
3.376043030183174610e+08,1.693186884280645677e+00,1.708871745040888754e+02,3.878238555158421086e+00
3.376043030662834048e+08,2.300077304738668893e+00,1.709420917886911866e+02,3.940117913676988604e+00
3.376043031137073636e+08,2.352559840512964406e+00,1.708186538892471447e+02,3.916206689531434915e+00
3.376043031522626281e+08,2.337962712485118555e+00,1.708719333608052580e+02,3.842939695241416320e+00
3.376043031797749400e+08,2.315624599104985748e+00,1.708332419815950800e+02,3.929664449021402994e+00
3.376043031870559454e+08,2.876652220608009181e+00,1.708331252692314308e+02,3.871855086628591458e+00
3.376043034928250909e+08,1.657120761226592354e+00,1.708448997434599050e+02,3.935162103279403301e+00
3.376043035089328289e+08,1.747426994822789847e+00,1.710363243648675109e+02,3.924586054160195570e+00
3.376043035092349052e+08,1.611028726949589096e+00,1.709844487555877492e+02,3.810634712572740224e+00
3.376043035784650445e+08,2.083313825986943257e+00,1.707996649963287723e+02,3.930771762236182187e+00
3.376043035999850035e+08,2.060144102323274495e+00,1.709782045291097177e+02,3.808574984047328194e+00
3.376043037323342562e+08,2.273056440624347641e+00,1.709032504970554101e+02,3.779948907415719095e+00
3.376043038253435493e+08,1.745926481183171397e+00,1.708970312990521734e+02,3.790305823567822419e+00
3.376043038550286293e+08,3.619771036724693403e+01,1.709240658167690583e+02,4.006845714859248453e+00
3.376043038657013178e+08,2.033427692466452275e+00,1.708578642990623280e+02,3.962990725022517147e+00
3.376043038997073174e+08,2.171068306723451524e+00,1.709562627387944644e+02,3.845413293545663080e+00
3.376043040289855003e+08,1.764587215821684429e+00,1.710523407086059819e+02,3.878427896124043706e+00
3.376043040348827839e+08,2.121183345883135285e+00,1.709865230166927006e+02,3.803965695929758084e+00
3.376043040481742024e+08,1.962645731963287510e+00,1.710446648850946474e+02,3.843522793103693491e+00
3.376043040771629810e+08,1.988090289198031213e+00,1.710065865239401148e+02,3.927037771089044060e+00
3.376043041669057012e+08,2.397608941417769479e+00,1.708911331166835907e+02,3.867100409097421920e+00
3.376043041937204599e+08,1.978983783157163723e+00,1.709294984412307485e+02,3.923441046798436194e+00
3.376043042097028494e+08,2.155309772104264443e+00,1.710562284375208151e+02,3.863265651238024123e+00
3.376043042638938427e+08,1.864299608358870541e+00,1.709033088140741370e+02,3.755664972828007819e+00
3.376043045310117602e+08,8.396638586168974427e+01,1.708615538726448051e+02,3.935142582318170046e+00
3.376043045799332857e+08,1.864572331165089469e+00,1.708860649155104170e+02,3.785910127362657640e+00
3.376043050383291841e+08,1.685114282082048609e+00,1.709200372956075569e+02,3.922218796388841966e+00
3.376043051650718451e+08,2.567862801853252108e+01,1.710533644255051797e+02,3.843238067387534596e+00
3.376043051843876839e+08,2.223442037182546294e+00,1.709628670200245324e+02,3.975611793410812389e+00
3.376043052009932399e+08,1.629939461820353319e+00,1.710239404786022419e+02,3.890110654803333290e+00
3.376043052752252817e+08,2.284734192940056641e+00,1.709044609436682833e+02,3.868335654769420540e+00
3.376043053384352922e+08,1.664781032418327200e+00,1.709078774197074040e+02,3.756498623594048514e+00
3.376043058232966661e+08,3.241620982744239488e+00,1.709361173809921013e+02,3.878841609847729632e+00
3.376043058697759509e+08,2.514270248343797309e+00,1.709002504062924856e+02,3.869449690649344298e+00
3.376043058924776912e+08,1.850568372684834095e+00,1.709805875879123107e+02,3.806575417011053730e+00
3.376043059151000977e+08,1.627014537595955268e+00,1.708716989307218910e+02,3.912196038983079660e+00
3.376043061408375502e+08,2.332384588140534731e+00,1.709145304918017132e+02,4.000007162990739218e+00
3.376043064223522544e+08,1.773431820965976513e+00,1.708710250036611740e+02,3.838744193809145777e+00
3.376043065479205251e+08,2.549639006448107370e+00,1.709699882887734645e+02,3.990027808052488467e+00
3.376043066974701285e+08,7.465256373211862240e+01,1.709501131717968860e+02,3.981630777048306591e+00
3.376043067508127093e+08,1.700159831359267848e+00,1.708547524089978538e+02,3.827255249363008094e+00
3.376043067745436430e+08,2.185946803242960979e+00,1.708701913157906347e+02,3.849825247388931171e+00
3.376043068974525332e+08,5.407243739316891507e+00,1.709097359392406474e+02,3.818292399220897693e+00
3.376043071064599752e+08,1.786922775611055281e+00,1.709663420244702650e+02,3.916018266474826870e+00
3.376043071820656657e+08,1.711164359062294471e+00,1.709260815298062255e+02,3.873539302122945394e+00
3.376043073175300360e+08,2.371245105471512016e+00,1.709056017635959677e+02,3.818247987339816518e+00
3.376043073629674911e+08,2.029610063300605116e+00,1.710423873232376764e+02,3.876016345895606729e+00
3.376043073827458620e+08,1.837317199532206846e+00,1.709168822447728928e+02,3.993832962136238507e+00
3.376043074816004038e+08,1.836262741590647618e+00,1.710034094843551031e+02,3.910430931527624665e+00
3.376043078234590292e+08,1.441643063367127411e+02,1.710447350293045190e+02,3.875149824801181531e+00
3.376043078450892568e+08,2.279509031969129129e+00,1.709402107586611805e+02,3.949768921443187253e+00
3.376043078764710426e+08,2.074020824726466650e+00,1.709381318743662348e+02,3.874937002006292541e+00
3.376043081787654161e+08,1.491708406666554154e+01,1.709901335308446164e+02,3.884653721329615728e+00
3.376043082442708611e+08,1.921485055576723111e+00,1.708913729270449551e+02,3.956272527758557533e+00
3.376043087113858461e+08,3.865026915566545096e+00,1.709015485206906533e+02,3.776885464846426288e+00
3.376043088084164262e+08,3.113780733694457847e+00,1.710814237521263124e+02,3.858896096526876374e+00
3.376043089346417189e+08,1.971301397004463496e+00,1.709915706078594155e+02,3.937009385327202793e+00
3.376043096053395271e+08,2.281083809098326753e+00,1.709120912777935644e+02,3.834007129623340226e+00
3.376043097751821280e+08,3.190912972951889248e+00,1.708333868700639186e+02,3.943769269409437062e+00
3.376043098286381364e+08,2.395014326018797934e+00,1.709423421977357691e+02,3.898275552791834908e+00
3.376043099739896059e+08,1.834601175602758483e+00,1.709600954198496652e+02,3.860907568203671758e+00
3.376043102605820894e+08,2.874680008852083635e+00,1.708510281768045047e+02,3.948220892930578430e+00
3.376043103171029091e+08,8.928312647484275999e+01,1.710357308823234348e+02,3.850791978647277514e+00
3.376043105154211521e+08,2.065466847260872374e+00,1.708268762761699122e+02,3.941466451965459417e+00
3.376043106025932431e+08,1.804156194109941547e+00,1.708647808886720441e+02,3.889348209237791121e+00
3.376043107352352142e+08,2.192663942455308046e+00,1.710057524875657577e+02,3.900341031571357586e+00
3.376043109114239216e+08,1.765904104791156115e+00,1.708251735129769315e+02,3.908097344747308188e+00
3.376043111555596590e+08,2.386202174442872082e+00,1.709944468612790445e+02,4.011693728239222878e+00
3.376043112452788949e+08,1.732831839508105709e+00,1.708602510983012621e+02,3.851500818892299005e+00
3.376043112473570704e+08,2.279186470498845907e+01,1.709966442436842726e+02,3.817917086538237026e+00
3.376043112821086049e+08,1.695809277329047848e+00,1.709646817452394032e+02,3.841974022101173336e+00
3.376043113682793975e+08,1.971736804850121150e+00,1.709354949792006551e+02,3.833877409838529093e+00
3.376043113810092807e+08,3.108650643536158942e+00,1.709063406867481092e+02,3.973871978103712621e+00
3.376043114669092298e+08,2.331166493478471047e+00,1.709859352598882083e+02,3.826651380969551042e+00
3.376043114923352599e+08,1.765212446680499037e+00,1.709210685695246639e+02,3.973814409225089328e+00
3.376043118110347986e+08,1.662930193861581030e+00,1.709772536021900464e+02,3.963444311535503140e+00
3.376043119303449392e+08,2.197031408981706235e+00,1.709744573803809260e+02,3.931855668834618012e+00
3.376043123586580157e+08,1.806136431039901291e+00,1.708911370946639181e+02,3.985235569011461809e+00
3.376043125313891172e+08,1.873123547844893544e+00,1.709824463290080416e+02,3.894292118841834682e+00
3.376043125697440505e+08,1.991163863493456532e+00,1.709924838691237596e+02,3.992014037944275451e+00
3.376043125715236068e+08,2.117658249124023229e+00,1.709140903526356112e+02,3.877241143346429109e+00
3.376043126273511648e+08,2.287289165637311328e+00,1.709491251870946940e+02,3.937784805039140856e+00
3.376043130226747394e+08,2.261817431547326507e+00,1.708905109645440632e+02,3.932662199069720810e+00
3.376043130608084798e+08,2.220880634506403162e+00,1.709863126068690917e+02,3.921889929156129551e+00
3.376043133656017184e+08,8.140069905847097687e+01,1.708290869484593202e+02,3.906012026395842884e+00
3.376043134141324759e+08,2.159986507469661809e+00,1.709161863414789195e+02,3.969331756617693774e+00
3.376043134305590987e+08,5.611535887045087634e+01,1.709566707186049825e+02,3.928899408714443098e+00
3.376043134358164668e+08,1.865426327554031705e+00,1.708672200617126862e+02,3.841205387292287110e+00
3.376043134495085478e+08,2.438730852159690876e+00,1.709807875214638102e+02,3.840089981318106638e+00
3.376043134911132455e+08,2.442147667634654074e+00,1.708532194387927632e+02,3.945122902530030284e+00
3.376043135336539149e+08,2.394019698973587573e+00,1.709534272827205257e+02,3.868146411423356135e+00
3.376043139024047852e+08,1.648493601279283238e+00,1.708837400498200054e+02,3.890614686424272328e+00
3.376043139620565772e+08,7.265552556455085131e+00,1.708999536255410590e+02,3.926645793893805081e+00
3.376043140897284150e+08,1.842332426773919396e+00,1.708852701564327390e+02,3.801906504389336305e+00
3.376043141273059845e+08,1.612250725823633823e+00,1.708342478639126227e+02,3.902071610930502477e+00
3.376043141390649676e+08,2.197077915302329210e+00,1.709396005738164206e+02,3.801103818664883782e+00
3.376043141641610265e+08,2.079314011143361896e+00,1.710253823120457071e+02,3.901840639571322988e+00
3.376043141944494843e+08,1.639899055635170466e+00,1.708795081764852739e+02,3.810504641865884778e+00
3.376043144012710452e+08,3.792761548729756349e+00,1.709305350759249507e+02,3.792354001615660941e+00
3.376043144536529779e+08,7.153776728468222323e+00,1.709001758456526545e+02,3.764472253835256410e+00
3.376043144991989732e+08,2.199053912956342671e+00,1.709176859099104604e+02,3.923178307168691870e+00
3.376043145387253165e+08,2.754045560378481916e+00,1.708880160707712719e+02,3.870036846572427525e+00
3.376043145391916633e+08,1.667519450515398960e+00,1.708762499629559386e+02,3.878246450040345294e+00
3.376043146525996327e+08,2.271504131435292617e+00,1.708774259903483426e+02,3.979254313403112864e+00
3.376043147031499147e+08,1.855408443559131149e+00,1.708769525362416744e+02,3.976103068598226375e+00
3.376043147338224053e+08,1.783687958283957542e+00,1.708607193132539237e+02,3.972730769760342007e+00
3.376043149424228668e+08,1.495286349631615508e+02,1.708979790835521158e+02,3.945742184050517576e+00
3.376043150171459317e+08,1.814693271801364194e+00,1.708578427424043014e+02,3.861352589571375837e+00
3.376043152153042555e+08,2.327021351915006253e+00,1.709611403396521609e+02,3.991589281012550394e+00
3.376043152863056064e+08,2.750906523963468686e+00,1.709946998438163064e+02,3.846463456994613672e+00
3.376043153671755791e+08,1.972342334215912985e+00,1.710519231995859855e+02,3.874626005757728642e+00
3.376043154920741916e+08,2.389997880385381634e+00,1.710456328655272671e+02,3.873304184725429700e+00
3.376043155301222205e+08,1.719192356475230943e+00,1.709200219944560217e+02,3.795863783520799117e+00
3.376043158161454797e+08,1.835380135294452097e+00,1.709254681013604795e+02,3.769371138582271907e+00
3.376043159727590084e+08,1.647588879540723417e+00,1.710429478799899528e+02,3.902667942724089123e+00
3.376043159730588198e+08,2.217068672914540794e+00,1.710088771415778695e+02,3.967608258858756454e+00
3.376043160276173949e+08,3.532507253609415532e+00,1.710006851904939822e+02,3.899653763284292474e+00
3.376043162079350352e+08,3.003370461200636665e+00,1.708529675617244550e+02,3.945076283811374651e+00
3.376043167065730691e+08,1.755700880282324405e+00,1.708348713829202268e+02,3.894241640357418710e+00
3.376043171268776059e+08,2.124084942128460884e+00,1.710193932848671068e+02,3.895880176828180996e+00
3.376043172467247844e+08,2.329039229204519224e+00,1.709218123362882693e+02,3.759183587559079331e+00
3.376043173016467690e+08,2.202101639245989340e+00,1.709696495105075371e+02,4.012123544513093165e+00
3.376043174004094005e+08,2.217330063858192979e+00,1.709342486114052519e+02,3.894042932218040320e+00
3.376043177708802819e+08,1.764497193691076049e+00,1.709588843452128515e+02,3.784645694964063001e+00
3.376043177975153923e+08,2.126778761087592784e+00,1.709770584883240474e+02,3.971519192136231169e+00
3.376043178421759605e+08,1.889293106178200121e+00,1.709928939970334056e+02,3.811759387825760292e+00
3.376043179232035875e+08,2.009439508844510947e+00,1.709500045742405803e+02,3.864416265261145789e+00
3.376043179895059466e+08,2.234630478419402433e+00,1.709214523582332674e+02,3.856123022767485864e+00
3.376043180932589173e+08,2.185276634349567537e+00,1.709293906920366339e+02,3.931847619896652102e+00
3.376043183522009254e+08,1.979379558379388504e+00,1.708891966851424229e+02,3.965596783646608614e+00
3.376043183838951588e+08,1.908280117174506518e+00,1.708432481467181674e+02,3.851334275790988304e+00
3.376043183938146830e+08,2.355546752751161765e+00,1.708455129447295349e+02,3.933008376815359863e+00
3.376043185805228949e+08,1.913168831688217164e+00,1.709133719052202594e+02,3.868283899451493202e+00
3.376043186895479560e+08,2.190261770010100140e+00,1.710220473843752700e+02,3.944173251962183713e+00
3.376043189965848327e+08,1.682412326209560272e+00,1.709770637766011703e+02,3.889910251788643247e+00
3.376043189997966886e+08,2.090127744191533132e+00,1.709527957526536284e+02,3.843337115751407573e+00
3.376043190510199070e+08,2.150668872403074250e+00,1.709233198722400857e+02,3.889218966854400161e+00
3.376043190518538952e+08,1.680422566250523664e+00,1.709572627585586702e+02,3.936558598070643011e+00
3.376043191566165686e+08,9.286403765778226571e+00,1.709906676371446110e+02,3.998001992083083156e+00
3.376043191891288757e+08,2.517867031880386630e+00,1.708273640495670520e+02,3.918047132427002310e+00
3.376043192618795037e+08,1.620929998667934635e+00,1.709011178875177848e+02,3.884259611031007697e+00
3.376043194150480032e+08,2.301672015372815405e+00,1.709981144163104148e+02,3.817220147999579538e+00
3.376043196004818678e+08,1.884103714835076770e+00,1.710074684365246469e+02,3.847584747767523350e+00
3.376043196780430079e+08,1.986998454789698831e+00,1.709865286242082902e+02,4.008067672524413538e+00
3.376043197354216576e+08,1.888302348660415797e+00,1.709437542690702116e+02,3.867046542230065054e+00
3.376043200582945943e+08,1.729444527359152106e+00,1.709067198464813089e+02,3.774306595932072739e+00
3.376043201300932169e+08,1.940085724444003290e+00,1.708909529780766832e+02,3.835484964964456456e+00
3.376043201343041062e+08,2.149786147011190973e+00,1.709534961775758291e+02,3.836865436808151397e+00
3.376043203188805580e+08,2.308921130271142097e+00,1.709245414323707166e+02,3.784431177541742741e+00
3.376043203303632736e+08,2.502459375588609092e+00,1.708877276576126860e+02,3.775080788010350297e+00
3.376043203787018657e+08,1.866224992418771933e+00,1.710098609557756504e+02,3.823507222179323151e+00
3.376043204828803539e+08,1.831044181587123010e+00,1.709847016997617857e+02,3.980187748409023119e+00
3.376043205357338786e+08,2.200765063624226858e+00,1.709107067784129015e+02,3.965867888629448945e+00
3.376043208476363420e+08,1.686087855919265621e+01,1.708129483748189159e+02,3.932625777265217781e+00
3.376043209806455970e+08,2.236701840420260545e+00,1.709615575927929285e+02,3.994221742593076829e+00
3.376043210326767564e+08,2.324487575367706782e+00,1.708769401758411561e+02,3.907853383281144843e+00
3.376043210949175358e+08,1.632991911375375027e+00,1.710439106484678859e+02,3.894149847212074356e+00
3.376043212525101900e+08,2.335191490964571681e+00,1.708723282521374642e+02,3.915895910543021774e+00
3.376043212929168940e+08,1.938951318397176271e+00,1.709204104136126716e+02,3.896827589784455537e+00
3.376043213049279451e+08,2.298829213624759227e+00,1.709299169951128192e+02,3.767762043371551961e+00
3.376043213697260022e+08,8.950458238521372678e+00,1.709843772553577139e+02,3.951191112220223012e+00
3.376043213802337050e+08,2.816229652171969189e+00,1.708968701278803906e+02,3.779190651294122461e+00
3.376043214217801094e+08,2.210331903124838071e+00,1.709723228994611191e+02,3.885295938916632164e+00
3.376043217615699172e+08,1.625517485015621100e+00,1.708651380062634360e+02,3.945121538408063788e+00
3.376043217631773949e+08,2.403481118062194000e+00,1.709251351575047693e+02,3.862059538810916681e+00
3.376043217777519226e+08,2.155822990104484305e+00,1.709098232314516395e+02,3.965881679671440896e+00
3.376043222473421097e+08,3.123063122113541645e+00,1.709322774781214775e+02,3.859860041519272755e+00
3.376043222605711222e+08,2.196326423265824612e+00,1.709560522323911584e+02,3.827657487750161458e+00
3.376043226931481957e+08,2.110844401223065603e+00,1.708757696565417632e+02,3.835621514191048131e+00
3.376043229488868713e+08,1.661600489488977983e+00,1.709851163137346646e+02,3.902557472505044256e+00
3.376043231573465466e+08,1.908682461558662169e+00,1.709170851191507268e+02,3.789477718559863817e+00
3.376043231950144172e+08,3.209883981320509339e+00,1.709073021708812803e+02,3.930313462372899469e+00
3.376043234220296741e+08,2.578324337678026712e+00,1.708388955363964783e+02,3.893850249142861486e+00
3.376043234790009260e+08,2.123369504424737819e+00,1.709746381206341823e+02,3.858162288623592673e+00
3.376043235005793571e+08,2.095475975644607303e+00,1.708721260086379630e+02,3.919560255740239807e+00
3.376043235237124562e+08,1.665778315632085560e+00,1.708708005056255956e+02,3.864657874839100504e+00
3.376043236630843878e+08,2.361095120630837041e+00,1.710112031479094696e+02,3.837574192087095604e+00
3.376043237378394604e+08,2.662141770449077516e+00,1.708745046531945491e+02,3.789363668147823105e+00
3.376043240031989813e+08,3.712530766847072172e+00,1.710116880914641513e+02,3.951185386944971789e+00
3.376043240170250535e+08,1.930757042357387654e+00,1.709924185692964329e+02,3.890552633853221032e+00
3.376043242693651319e+08,1.938318712233081609e+00,1.709694773349181389e+02,3.827076094464165745e+00
3.376043244214241505e+08,1.975735689997494049e+00,1.708855569660060780e+02,3.830052934733040981e+00
3.376043245597894788e+08,1.718001256869383209e+00,1.709067502301359127e+02,3.839959555606007768e+00
3.376043245630183220e+08,3.219303286471628223e+00,1.709377744488457722e+02,3.792599810614752709e+00
3.376043246285200119e+08,2.511874541334494282e+00,1.709683274124418233e+02,3.933928951644596772e+00
3.376043249527627826e+08,1.766987951098058618e+00,1.708839697873474393e+02,3.903694308546114655e+00
3.376043250120623708e+08,8.540346562097508354e+01,1.710651979499277786e+02,3.865027504759317889e+00
3.376043251745527387e+08,1.974865354779538507e+00,1.709128988165666385e+02,3.954307498138506904e+00
3.376043251896476746e+08,2.256432689212445553e+00,1.708997090298050807e+02,3.926186069886857144e+00
3.376043252792913914e+08,1.980495679266284448e+00,1.709199086228298654e+02,3.806069183488454577e+00
3.376043252854238749e+08,1.852157353539603868e+00,1.708968313980701055e+02,3.887157482978965017e+00
3.376043253086919188e+08,1.053038291511185918e+02,1.709210128774817576e+02,3.920656938553776172e+00
3.376043253601133823e+08,2.099272773160137273e+00,1.709139317496844228e+02,3.895479314827713146e+00
3.376043253662710786e+08,3.876219213307364964e+00,1.709815269709662289e+02,3.979082109501637543e+00
3.376043254864607453e+08,2.065504171740208950e+00,1.709392027172895610e+02,3.895298297376849295e+00
3.376043258027101755e+08,1.660486905988658224e+00,1.708156721939965905e+02,3.903457519821018629e+00
3.376043258483353257e+08,1.829259178189480695e+00,1.709927170333661479e+02,3.829459780045621375e+00
3.376043261006334424e+08,1.632177265764258811e+00,1.708492983767738451e+02,3.960926673171491608e+00
3.376043261422272921e+08,3.107108430183289194e+00,1.709265936213872692e+02,3.950404782343377441e+00
3.376043261636540890e+08,2.551630070041214449e+00,1.709967012063555103e+02,3.806881653658507947e+00
3.376043261885427833e+08,2.390650466538278174e+00,1.709328175637766662e+02,3.865016578792163315e+00
3.376043263425720334e+08,2.180859961359247645e+00,1.708875943724337958e+02,3.796702367279474633e+00
3.376043264753629565e+08,1.608650562866044353e+00,1.709295173367213749e+02,3.967455170809556009e+00
3.376043265216137171e+08,2.171865142105509072e+00,1.709286460003258696e+02,3.847080989071128165e+00
3.376043266047207713e+08,2.351409506434419594e+00,1.709351214708308078e+02,3.993785041625661059e+00
3.376043266070609689e+08,2.191225368821320352e+00,1.708790363643670105e+02,3.981782050813725604e+00
3.376043266399571300e+08,5.392911262124572147e+01,1.709402215701930459e+02,3.928243224828388946e+00
3.376043268404735327e+08,2.312633617480284176e+00,1.710214296606916946e+02,3.905998006863016236e+00
3.376043271296738982e+08,1.531134106262473260e+01,1.709589421515785546e+02,3.974585834531352724e+00
3.376043271812165976e+08,1.972076033135178985e+00,1.710394398613781277e+02,3.872422988400336052e+00
3.376043272127789855e+08,1.755416784375061656e+00,1.709808544833726671e+02,3.833618778548355532e+00
3.376043272501591444e+08,1.869127687054787712e+00,1.710500041768010533e+02,3.851487645297773099e+00
3.376043276141281724e+08,6.641116555557088574e+00,1.709107478998603824e+02,3.994905679831215028e+00
3.376043276841679811e+08,2.932629769548333876e+00,1.708845110576774857e+02,3.863360144616224012e+00
3.376043277126257420e+08,2.101936763858773372e+00,1.708385091032059222e+02,3.929844572094214339e+00
3.376043278135111928e+08,1.680261012326142334e+00,1.709619850314494158e+02,3.878717176644577602e+00
3.376043278448154926e+08,2.309871245227848480e+00,1.709056364571429469e+02,3.803865175920933872e+00
3.376043278664228320e+08,2.802042339371276469e+01,1.709148047507891590e+02,3.861893970462851211e+00
3.376043279055603147e+08,1.640700580583392076e+00,1.709402297034141043e+02,3.839848835185971865e+00
3.376043279226758480e+08,2.222769455082141299e+00,1.708736235314613907e+02,3.887440906926738826e+00
3.376043279234277010e+08,1.695504927125937922e+00,1.710726429355807170e+02,3.855211636265260644e+00
3.376043279284042716e+08,1.697375919263814481e+00,1.708114909040185125e+02,3.904204747144820242e+00
3.376043281273979545e+08,1.874721348193595150e+00,1.709131923472394590e+02,3.903165265207152679e+00
3.376043282606537938e+08,3.211120457001988004e+00,1.709076069859400775e+02,3.806357768761255755e+00
3.376043284649299383e+08,1.987859688589858065e+00,1.709853288983375990e+02,3.848376446360064040e+00
3.376043286746912599e+08,2.854492096536940249e+00,1.708412826486454037e+02,3.954016848580756083e+00
3.376043289510155916e+08,1.865231068485656341e+00,1.709511996164254981e+02,4.004818916258301442e+00
3.376043291266376376e+08,2.498869150991127164e+00,1.709884605435389346e+02,4.021302814065397691e+00
3.376043293674470186e+08,2.317351416687949417e+00,1.710064730067061021e+02,3.819412989251094626e+00
3.376043293848712444e+08,2.045775501953359221e+00,1.709804120292787957e+02,3.839041210573932883e+00
3.376043298069940805e+08,2.965307332349540026e+00,1.708454496638250646e+02,3.919473319410784029e+00
3.376043302994917631e+08,1.688599140500698814e+00,1.709680126344354392e+02,3.847557387615036184e+00
3.376043303397198915e+08,3.133281403022428435e+01,1.708847487415280568e+02,3.858707656316010759e+00
3.376043304268929362e+08,2.185037334830927769e+00,1.709981843470122840e+02,3.844997561516668938e+00
3.376043304461964369e+08,2.731287746375714143e+00,1.709970650955797851e+02,3.825945246242861586e+00
3.376043304892817140e+08,1.093244531178264367e+02,1.709856868619282011e+02,3.866194993725135642e+00
3.376043305212681293e+08,1.679059831987286922e+00,1.710014349595728902e+02,3.970462263024866711e+00
3.376043306729850173e+08,1.941874561623085471e+00,1.709500679143932302e+02,3.942642257170796860e+00
3.376043307050539255e+08,1.210674933366886705e+02,1.710175259022700232e+02,3.875152230020039834e+00
3.376043309289613366e+08,2.760807107839165830e+00,1.708617883346417727e+02,3.848830158867859730e+00
3.376043312046145201e+08,1.967795410795784239e+00,1.709440985827147585e+02,4.019785241213868154e+00
3.376043312523738146e+08,2.110400133104366915e+00,1.708660741246167447e+02,3.875471262163864505e+00
3.376043312524971366e+08,1.812233918212634576e+00,1.709659218527370115e+02,3.948121342682900270e+00
3.376043312848447561e+08,3.139208630277289025e+00,1.708234900195037653e+02,3.889422845482561009e+00
3.376043313447335362e+08,1.992178137592854892e+00,1.710103583453669103e+02,3.812221028876101148e+00
3.376043318611643314e+08,1.121947877365058588e+01,1.710509653376063568e+02,3.907610268155270461e+00
3.376043320031554103e+08,1.921775788821574960e+00,1.709010258230873376e+02,3.957401979398744274e+00
3.376043323034201860e+08,1.639626726372668264e+00,1.709024856409718041e+02,3.956393715142793255e+00
3.376043323513525724e+08,2.096845380966684047e+00,1.708942542842672481e+02,3.926826785637891781e+00
3.376043323716186881e+08,2.627633451750103433e+00,1.710428540805443731e+02,3.922153285228197284e+00
3.376043325940250158e+08,2.049780193123009298e+00,1.710214767542561844e+02,3.843530047521979132e+00
3.376043326938588619e+08,1.425505674207645939e+02,1.710015209915005983e+02,3.880441181654711524e+00
3.376043327210645080e+08,2.093498699828254761e+00,1.708933194655283216e+02,3.980098419857841296e+00
3.376043328441803455e+08,3.046486183724770314e+00,1.710091905285035523e+02,3.822894072280455191e+00
3.376043328613406420e+08,2.055009252678219323e+00,1.709084904407004331e+02,3.837251493531458557e+00
3.376043330773965716e+08,2.085886397749454169e+00,1.709291449506890217e+02,3.939949481095718742e+00
3.376043332025988698e+08,2.923072117595202357e+01,1.708813301244034051e+02,3.829712489515092688e+00
3.376043332957393527e+08,1.943848597220927177e+00,1.708980279848696284e+02,3.846886483668259249e+00
3.376043333739753962e+08,1.844196390542580666e+00,1.709695883633330880e+02,3.876268550180119288e+00
3.376043337199040055e+08,2.336438167339882632e+00,1.710259356481634541e+02,3.859780098654835623e+00
3.376043337535353303e+08,4.342658791287305142e+00,1.709249515667353307e+02,3.947739995236517085e+00
3.376043339343229532e+08,1.935302447157472017e+00,1.710192705299879492e+02,3.919968130520143035e+00
3.376043341641672254e+08,1.984341457262260189e+00,1.708308077170648573e+02,3.911179605891242250e+00
3.376043341669409871e+08,2.701591110868055257e+00,1.708452380467155649e+02,3.930238675597555797e+00
3.376043342883806825e+08,1.768831230874320148e+00,1.709183907314879036e+02,3.963460855747756195e+00
3.376043343768945932e+08,2.060523789233855041e+00,1.710458732116629506e+02,3.865908634436273417e+00
3.376043344204980135e+08,2.004853448822453199e+00,1.709172620373778386e+02,3.869824209164415052e+00
3.376043346543543339e+08,2.169989937152799975e+00,1.710578384958031108e+02,3.877128199445625700e+00
3.376043347329825759e+08,1.924476328410856807e+00,1.709586225826252530e+02,3.909901253869860760e+00
3.376043347421040535e+08,1.607146132463189492e+00,1.710027149005434239e+02,3.805446407626754901e+00
3.376043347682925463e+08,2.319387730614485221e+00,1.708024784593563083e+02,3.912988316393676502e+00
3.376043348564886451e+08,1.024433049144778636e+02,1.710459654557622571e+02,3.846170951703767216e+00
3.376043350317639112e+08,1.635832958842862173e+00,1.710093704953997928e+02,3.922434761137276293e+00
3.376043351856567860e+08,8.826458765220273506e+01,1.710503102584533508e+02,3.834167032253728902e+00
3.376043354129114151e+08,1.814506846316648048e+00,1.708954648545872601e+02,3.966819526765278159e+00
3.376043356586573720e+08,2.267914046766111191e+00,1.710631965499593434e+02,3.887979216051641984e+00
3.376043356716542840e+08,1.808149113154056797e+00,1.709163207726228393e+02,3.837903175750509988e+00
3.376043357354283929e+08,2.179557331501210449e+00,1.710457472890059023e+02,3.910340441350447449e+00
3.376043357427595258e+08,2.177464736462171757e+00,1.708989446945360271e+02,3.797097531092433975e+00
3.376043358231582642e+08,1.960311276919639578e+00,1.708476554661676801e+02,3.861987640689921619e+00
3.376043358605464697e+08,2.215387963675279792e+00,1.709349978559121155e+02,3.786495071066310114e+00
3.376043361358606219e+08,2.179584821173414788e+00,1.709154834501780158e+02,3.811911255696758705e+00
3.376043362601817250e+08,2.184909336065294916e+00,1.708235116567025216e+02,3.888694414813397948e+00
3.376043363098085523e+08,2.278348565407542381e+00,1.709546271766892289e+02,3.796857028463727524e+00
3.376043365125447512e+08,1.902374781448580077e+00,1.708249021631134497e+02,3.941523943078761860e+00
3.376043367119758129e+08,1.873502273191856027e+00,1.710055335675371850e+02,3.888318179005267883e+00
3.376043367304618359e+08,3.981559525417437406e+00,1.708943439190166771e+02,3.817084119732029102e+00
3.376043368134217858e+08,2.304332653835872158e+00,1.708536826832017255e+02,3.954627772460226343e+00
3.376043368509618640e+08,3.109015432869614681e+00,1.709857002534440369e+02,3.865087068174306584e+00
3.376043368786728978e+08,2.081102622544526604e+00,1.708664306926303880e+02,3.936876931874789154e+00
3.376043369490725994e+08,2.559873735130071548e+00,1.710332465279992959e+02,3.919989459831245693e+00
